Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Total_Children,Total_Spending
Postgraduate,Single,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,71,302,1,285
Graduation,In_Relationship,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,45,592,1,1135
Postgraduate,In_Relationship,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,37,79,1,114
Graduation,In_Relationship,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,56,227,0,1047
PhD,In_Relationship,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,55,76,2,714
PhD,In_Relationship,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,45,540,1,185
Graduation,Single,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,63,659,1,1245
Graduation,In_Relationship,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,47,460,1,189
Graduation,In_Relationship,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,612,1,576
Graduation,Single,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,73,567,1,1103
PhD,In_Relationship,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,53,690,0,1753
PhD,In_Relationship,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,39,133,1,17
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,466,2,433
Postgraduate,Single,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,63,540,1,1588
Graduation,In_Relationship,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,54,410,1,22
Graduation,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,74,0,19
PhD,In_Relationship,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,60,463,1,1117
Postgraduate,In_Relationship,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,50,202,1,69
Postgraduate,In_Relationship,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,43,207,1,23
PhD,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,67,268,1,605
Graduation,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,52,185,1,57
Postgraduate,Single,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,132,43,1,22
Graduation,Single,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,57,244,0,2088
Graduation,In_Relationship,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,67,553,1,1009
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,333,1,26
Graduation,In_Relationship,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,35,213,0,1627
Graduation,In_Relationship,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,67,681,1,1102
PhD,In_Relationship,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,61,24,2,17
Graduation,In_Relationship,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,405,1,1690
Graduation,In_Relationship,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,72,536,1,1390
PhD,In_Relationship,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,667,0,2126
Postgraduate,In_Relationship,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,56,608,1,1531
Postgraduate,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,50,286,1,64
Graduation,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,40,245,1,26
Graduation,Single,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,51,450,0,1112
Postgraduate,In_Relationship,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,645,0,210
Graduation,In_Relationship,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,58,669,2,1148
PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,624,1,33
PhD,In_Relationship,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,64,621,1,1101
Graduation,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,61,615,1,322
Graduation,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,390,2,44
PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,203,3,17
Graduation,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,627,1,31
PhD,Single,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,57,403,2,845
Postgraduate,In_Relationship,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,55,12,1,275
PhD,In_Relationship,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,583,1,25
Postgraduate,In_Relationship,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,73,511,2,275
Postgraduate,In_Relationship,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,59,472,2,90
Graduation,In_Relationship,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,3,0,1495
PhD,In_Relationship,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,55,622,2,184
Graduation,In_Relationship,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,55,375,0,981
Graduation,In_Relationship,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,55,268,1,67
Graduation,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,72,645,0,1635
Postgraduate,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,42,101,1,60
PhD,In_Relationship,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,50,145,1,231
Graduation,In_Relationship,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,65,84,2,48
Graduation,Single,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,62,508,2,99
PhD,In_Relationship,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,62,286,1,770
Graduation,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,69,528,0,957
Postgraduate,In_Relationship,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,44,60,0,818
PhD,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39,453,0,925
Postgraduate,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,434,1,908
Basic,In_Relationship,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,44,503,1,102
Graduation,In_Relationship,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,612,1,576
Graduation,In_Relationship,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,79,667,0,317
PhD,In_Relationship,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,51,120,1,461
Postgraduate,In_Relationship,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,50,73,2,37
Graduation,In_Relationship,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,51,352,1,70
Graduation,In_Relationship,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,73,516,0,930
Postgraduate,In_Relationship,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,69,537,2,859
Graduation,Single,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,59,48,0,1478
Postgraduate,Single,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,76,381,0,390
Postgraduate,In_Relationship,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,41,360,0,52
Graduation,In_Relationship,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,56,184,1,137
Graduation,In_Relationship,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,45,606,0,1919
Graduation,In_Relationship,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,54,165,2,68
Graduation,In_Relationship,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,60,474,2,25
Postgraduate,In_Relationship,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,73,675,1,1374
Postgraduate,Single,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,37,479,1,32
Postgraduate,In_Relationship,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,39,532,1,100
Graduation,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,43,533,0,825
PhD,Single,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,60,104,1,916
Graduation,Single,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,67,74,2,62
Postgraduate,In_Relationship,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,69,260,1,728
PhD,In_Relationship,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,47,120,1,90
Graduation,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,37,77,1,273
Graduation,In_Relationship,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,41,184,1,66
Postgraduate,In_Relationship,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,64,458,0,1213
Graduation,Single,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,59,649,0,107
Graduation,Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,78,116,0,1157
Postgraduate,In_Relationship,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,61,292,1,546
Postgraduate,In_Relationship,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,33,428,0,241
Graduation,Single,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,49,162,1,53
Graduation,In_Relationship,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,244,3,37
Graduation,In_Relationship,51381.5,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,36,391,0,1611
Postgraduate,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,49,508,0,1508
Graduation,In_Relationship,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,59,194,2,235
Postgraduate,In_Relationship,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,69,110,2,32
Graduation,In_Relationship,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,335,2,102
Graduation,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,40,684,1,401
Graduation,In_Relationship,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,74,348,2,28
Graduation,Single,51381.5,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,55,310,3,1052
Graduation,In_Relationship,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,54,528,1,680
Graduation,In_Relationship,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,51,363,1,30
PhD,Single,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60,140,2,20
PhD,Single,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,64,507,1,1307
Graduation,Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,72,534,1,630
Graduation,In_Relationship,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,68,359,0,1283
PhD,Single,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,49,362,1,65
Graduation,In_Relationship,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,41,234,1,37
PhD,In_Relationship,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,75,416,3,38
PhD,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,39,501,1,160
Graduation,Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,42,439,1,23
PhD,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,36,291,0,71
PhD,In_Relationship,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,69,452,1,1161
Postgraduate,In_Relationship,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,535,1,59
Graduation,In_Relationship,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,42,364,1,33
Graduation,Single,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,65,655,2,946
Graduation,Single,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,57,570,0,1442
Graduation,In_Relationship,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,53,594,1,62
Graduation,In_Relationship,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,60,483,0,1674
PhD,In_Relationship,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,126,276,0,1853
Graduation,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,37,688,0,1538
Graduation,Single,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,39,204,0,139
PhD,In_Relationship,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,583,1,1182
PhD,In_Relationship,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,381,1,507
Basic,In_Relationship,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,52,318,1,18
Graduation,Single,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,73,231,0,940
Graduation,In_Relationship,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,60,371,2,42
Graduation,Single,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,55,13,0,1190
Graduation,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,551,2,44
Postgraduate,In_Relationship,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,49,177,1,16
Graduation,In_Relationship,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,68,194,1,835
Graduation,In_Relationship,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,39,535,1,1443
PhD,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,59,244,0,1029
Graduation,In_Relationship,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,51,610,0,1188
PhD,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,49,554,1,1277
Graduation,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,47,212,2,49
Graduation,In_Relationship,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,70,414,1,99
PhD,In_Relationship,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,56,564,0,1670
Postgraduate,In_Relationship,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,82,313,0,900
PhD,In_Relationship,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,77,264,2,425
Graduation,In_Relationship,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,68,639,0,2153
PhD,Single,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,56,99,1,636
Graduation,In_Relationship,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,47,125,2,57
PhD,In_Relationship,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,583,1,25
Graduation,In_Relationship,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,58,548,2,494
Graduation,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,56,677,1,693
Graduation,In_Relationship,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,65,408,0,1348
Graduation,Single,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,49,470,1,51
Graduation,In_Relationship,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,63,589,0,1932
PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,575,1,990
Postgraduate,In_Relationship,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,41,68,1,30
Graduation,In_Relationship,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,50,609,2,254
Postgraduate,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,55,304,1,29
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,59,595,1,1371
PhD,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,53,372,2,73
Postgraduate,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,50,680,2,120
Graduation,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,55,468,0,81
Graduation,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,36,546,1,37
PhD,In_Relationship,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,64,270,1,1377
Graduation,Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,56,380,1,51
PhD,In_Relationship,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,56,537,2,17
Graduation,In_Relationship,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,227,1,22
Graduation,Single,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,71,564,0,324
Postgraduate,In_Relationship,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,52,676,3,211
Postgraduate,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,44,91,1,19
Graduation,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,54,410,1,41
Postgraduate,In_Relationship,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,57,256,1,492
Graduation,In_Relationship,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,632,1,1005
Graduation,In_Relationship,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,76,668,1,114
PhD,Single,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,57,417,2,1173
Graduation,In_Relationship,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,46,177,0,1738
Postgraduate,In_Relationship,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,46,202,1,222
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,32,56,0,1127
PhD,In_Relationship,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,437,0,209
Postgraduate,In_Relationship,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,57,124,1,787
PhD,In_Relationship,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,266,0,1598
Graduation,In_Relationship,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,54,652,2,186
Graduation,In_Relationship,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,41,667,1,47
Graduation,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,38,552,1,27
Postgraduate,In_Relationship,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,45,597,1,96
Postgraduate,Single,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,69,463,2,64
Graduation,In_Relationship,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,60,640,0,1040
Graduation,Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,51,318,2,163
Graduation,In_Relationship,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,65,475,0,343
PhD,Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,70,250,3,446
Graduation,In_Relationship,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,60,20,2,41
PhD,Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,53,668,1,70
PhD,Single,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,54,30,2,272
PhD,In_Relationship,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,51,388,1,46
Graduation,In_Relationship,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,62,620,2,490
Postgraduate,Single,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,43,589,1,79
Graduation,In_Relationship,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,49,597,1,915
PhD,In_Relationship,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,70,456,1,1485
Graduation,Single,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,38,676,1,369
Graduation,In_Relationship,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,63,522,1,1073
PhD,In_Relationship,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,82,90,0,1242
Postgraduate,In_Relationship,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,50,221,1,78
Graduation,In_Relationship,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,31,135,0,1378
Graduation,Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,44,492,0,1474
Postgraduate,In_Relationship,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,54,481,2,751
PhD,In_Relationship,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,52,54,1,48
Graduation,In_Relationship,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,42,38,1,45
Postgraduate,In_Relationship,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,43,24,1,10
Postgraduate,In_Relationship,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,51,390,0,1435
PhD,In_Relationship,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,84,442,0,2119
Graduation,In_Relationship,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,72,207,3,20
Graduation,In_Relationship,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,39,66,0,1795
Graduation,In_Relationship,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,36,85,1,1188
Postgraduate,In_Relationship,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,36,56,1,43
Graduation,In_Relationship,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,57,430,1,1008
PhD,Single,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,64,416,0,1688
Graduation,In_Relationship,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,36,608,1,684
Postgraduate,In_Relationship,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,58,522,2,1082
Graduation,In_Relationship,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,61,216,1,1068
Graduation,Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,55,147,1,57
Postgraduate,In_Relationship,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,373,1,46
Graduation,Single,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,59,190,1,733
Postgraduate,Single,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,76,295,1,467
PhD,In_Relationship,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,54,311,1,122
Postgraduate,In_Relationship,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,39,507,1,36
